0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5.0001
0,5.0001
0,5.0001
0,5.0002
0,5.0003
0,5.0004
0,5.0005
0,5.0006
0,5.0008
0,5.001
0,5.0012
0,5.0015
0,5.0018
-2.6648e-12,5.0021
-1.1402e-10,5.0025
-9.2745e-10,5.0029
-3.9791e-09,5.0034
-1.211e-08,5.0039
-2.9737e-08,5.0045
-6.3036e-08,5.0052
-1.2006e-07,5.0059
-2.1077e-07,5.0066
-3.4711e-07,5.0075
-5.4337e-07,5.0083
-8.1735e-07,5.0093
-1.1913e-06,5.0104
-1.6929e-06,5.0115
-2.3554e-06,5.0127
-3.2181e-06,5.014
-4.3265e-06,5.0153
-5.7319e-06,5.0168
-7.4916e-06,5.0183
-9.6698e-06,5.0199
-1.2339e-05,5.0217
-1.5583e-05,5.0235
-1.9495e-05,5.0254
-2.4179e-05,5.0274
-2.9754e-05,5.0296
-3.6346e-05,5.0318
-4.4093e-05,5.0341
-5.3145e-05,5.0366
-6.3662e-05,5.0391
-7.5819e-05,5.0418
-8.9806e-05,5.0446
-0.00010583,5.0475
-0.00012412,5.0505
-0.00014491,5.0537
-0.00016845,5.0569
-0.00019502,5.0603
-0.0002249,5.0638
-0.00025838,5.0675
-0.00029579,5.0712
-0.00033746,5.0751
-0.00038375,5.0791
-0.00043504,5.0833
-0.00049173,5.0876
-0.00055422,5.092
-0.00062295,5.0965
-0.00069836,5.1012
-0.00078092,5.1061
-0.00087111,5.111
-0.00096942,5.1161
-0.0010764,5.1213
-0.0011926,5.1267
-0.0013186,5.1322
-0.0014549,5.1379
-0.0016022,5.1436
-0.001761,5.1496
-0.0019321,5.1556
-0.002116,5.1619
-0.0023134,5.1682
-0.002525,5.1747
-0.0027516,5.1813
-0.0029938,5.1881
-0.0032524,5.195
-0.0035281,5.2021
-0.0038218,5.2093
-0.0041341,5.2166
-0.0044659,5.2241
-0.0048181,5.2317
-0.0051913,5.2395
-0.0055865,5.2474
-0.0060045,5.2554
-0.0064462,5.2636
-0.0069124,5.2719
-0.007404,5.2804
-0.0079219,5.289
-0.0084669,5.2978
-0.0090401,5.3066
-0.0096422,5.3157
-0.010274,5.3248
-0.010937,5.3341
-0.011632,5.3435
-0.012359,5.3531
-0.01312,5.3628
-0.013915,5.3726
-0.014745,5.3826
-0.015612,5.3927
-0.016516,5.4029
-0.017458,5.4133
-0.018438,5.4238
-0.019459,5.4344
-0.02052,5.4452
-0.021623,5.4561
-0.022767,5.4671
-0.023955,5.4782
-0.025187,5.4895
-0.026463,5.5008
-0.027785,5.5124
-0.029152,5.524
-0.030566,5.5357
-0.032028,5.5476
-0.033537,5.5596
-0.035095,5.5717
-0.036702,5.5839
-0.038358,5.5963
-0.040064,5.6087
-0.04182,5.6213
-0.043627,5.634
-0.045485,5.6468
-0.047394,5.6597
-0.049354,5.6727
-0.051366,5.6858
-0.053429,5.699
-0.055543,5.7124
-0.057709,5.7258
-0.059926,5.7394
-0.062193,5.753
-0.064511,5.7668
-0.066879,5.7806
-0.069296,5.7946
-0.071762,5.8086
-0.074277,5.8228
-0.076838,5.837
-0.079446,5.8513
-0.0821,5.8658
-0.084797,5.8803
-0.087537,5.8949
-0.090319,5.9096
-0.093141,5.9244
-0.096001,5.9392
-0.098898,5.9542
-0.10183,5.9692
-0.10479,5.9844
-0.10779,5.9996
-0.11081,6.0148
-0.11386,6.0302
-0.11693,6.0456
-0.12002,6.0611
-0.12313,6.0767
-0.12625,6.0924
-0.12938,6.1081
-0.13252,6.1239
-0.13566,6.1398
-0.13881,6.1557
-0.14194,6.1717
-0.14507,6.1878
-0.14819,6.2039
-0.15129,6.2201
-0.15436,6.2363
-0.15741,6.2526
-0.16042,6.269
-0.1634,6.2854
-0.16633,6.3018
-0.16921,6.3183
-0.17204,6.3349
-0.1748,6.3515
-0.17749,6.3681
-0.18011,6.3848
-0.18265,6.4015
-0.1851,6.4183
-0.18745,6.4351
-0.18969,6.4519
-0.19182,6.4688
-0.19383,6.4856
-0.19572,6.5026
-0.19746,6.5195
-0.19906,6.5364
-0.2005,6.5534
-0.20178,6.5704
-0.20289,6.5874
-0.20381,6.6044
-0.20454,6.6214
-0.20506,6.6385
-0.20537,6.6555
-0.20546,6.6725
-0.20531,6.6895
-0.20492,6.7065
-0.20427,6.7235
-0.20335,6.7405
-0.20216,6.7575
-0.20067,6.7744
-0.19888,6.7914
-0.19677,6.8082
-0.19434,6.8251
-0.19157,6.8419
-0.18844,6.8587
-0.18495,6.8755
-0.18109,6.8922
-0.17683,6.9088
