0.000000000000000000e+00 4.743384504624081899e-19 4.000000000000000000e+00 9.486769009248163798e-20 -1.677125235563514671e-19 2.541098841762901017e-19 -4.548566926755592821e-19 1.301286734434789949e+01 1.288311734066115477e+01
1.633915163457292929e-01 4.607859233063393845e-19 4.000000000000000000e+00 3.388131789017201356e-20 -2.795208725939191119e-19 8.829121958590263608e-02 -2.077604694332041077e-02 1.296353491757527188e+01 1.289969986053708695e+01
3.267830326914585859e-01 4.404571325722361763e-19 4.014137515515801446e+00 -3.326736909884726000e-03 -3.006966962752766204e-19 1.730710732763540149e-01 -3.092253366137679566e-02 1.292485201381349746e+01 1.290510043426907494e+01
4.901745490371878788e-01 3.294958164819228319e-19 4.041850293699852159e+00 -8.278166674160951019e-03 5.503725806738214536e-03 2.543525302688185441e-01 -3.397357589778268044e-02 1.289450001983263938e+01 1.290189982129615487e+01
6.535660653829171718e-01 8.812767804028029915e-04 4.082578158364107423e+00 -1.371814076946192319e-02 1.909300737177626814e-02 3.321359946309366262e-01 -3.266602255511501934e-02 1.287026991475267934e+01 1.289223169974970418e+01
8.169575817286465202e-01 3.938519251385275144e-03 4.135760998044347048e+00 -1.894874485407180981e-02 4.142252882941760417e-02 4.064041512442618242e-01 -2.903147168117976851e-02 1.285021602126637141e+01 1.287788092703996767e+01
9.803490980743757577e-01 1.057124681472414868e-02 4.200835928699628852e+00 -2.359737144985581472e-02 7.198247543514953162e-02 4.771389277315463140e-01 -2.449683903676356730e-02 1.283278057379419579e+01 1.286028402900958589e+01
1.143740614420104995e+00 2.209734552296869353e-02 4.277237172524410269e+00 -2.751989604261514608e-02 1.096587397182264279e-01 5.443349475881886779e-01 -2.000443139163013764e-02 1.281681924223445890e+01 1.284053067370073720e+01
1.307132130765834344e+00 3.965630648435991557e-02 4.364398090743318193e+00 -3.072307974882342030e-02 1.531216754830215521e-01 6.080033959459719695e-01 -1.613543720872369011e-02 1.280155628144771818e+01 1.281939637963521506e+01
1.470523647111563692e+00 6.417471297939197905e-02 4.461753835613095909e+00 -3.330674575090393497e-02 2.010787411874469799e-01 6.681689656932866539e-01 -1.322055243399671877e-02 1.278651016559524756e+01 1.279739582317429480e+01
1.633915163457293040e+00 9.637218176685724558e-02 4.568743513291744662e+00 -3.542366952537523428e-02 2.524265290885887025e-01 7.248639246657608837e-01 -1.142976337056839445e-02 1.277141279823966968e+01 1.277483526677049674e+01
1.797306679803022167e+00 1.367916478633103838e-01 4.684811396795327987e+00 -3.725384542300505530e-02 3.063335128301429289e-01 7.781214215754665986e-01 -1.084047400974866293e-02 1.275613668352234420e+01 1.275186654655277074e+01
1.960698196148751515e+00 1.858428991841524769e-01 4.809407066997578362e+00 -3.898966203697292604e-02 3.622786836230224017e-01 8.279694827199918228e-01 -1.148508108474477485e-02 1.274063367646921385e+01 1.272853796328906029e+01
2.124089712494480864e+00 2.438522977614587528e-01 4.941984592488227079e+00 -4.082869545874646261e-02 4.200649629536801766e-01 8.744260209492968894e-01 -1.338042100366403260e-02 1.272488312814334677e+01 1.270484946938267434e+01
2.287481228840209990e+00 3.111146486640427589e-01 5.082000910105188396e+00 -4.297121768571023070e-02 4.798204424307780380e-01 9.174950395202591258e-01 -1.653997054671845282e-02 1.270884555075249622e+01 1.268081178252909780e+01
2.450872745185939561e+00 3.879452674486746355e-01 5.228913597722125495e+00 -4.561965865314607932e-02 5.419954235904640427e-01 9.571638170250509337e-01 -2.096911871190462739e-02 1.269241594084562408e+01 1.265650237930979571e+01
2.614264261531668687e+00 4.747315736089129934e-01 5.382178196205754439e+00 -4.897731118393127553e-02 6.073584947822832092e-01 9.934000929152018156e-01 -2.664401567166355816e-02 1.267538724178938381e+01 1.263211391332659517e+01
2.777655777877397814e+00 5.719840558473745507e-01 5.541245080729652273e+00 -5.324364916100066125e-02 6.769904104617969764e-01 1.026148825151278476e+00 -3.347689467717498285e-02 1.265742004930887354e+01 1.260797825055574783e+01
2.941047294223127384e+00 6.803862572608752046e-01 5.705555812963778450e+00 -5.860409292071591669e-02 7.522702502652462986e-01 1.055327030718973269e+00 -4.127281967309399946e-02 1.263803819804946826e+01 1.258457185998496541e+01
3.104438810568856510e+00 8.008425442665174643e-01 5.874538667005856141e+00 -6.521284891679088314e-02 8.348450539770810863e-01 1.080817308468155602e+00 -4.968501920288511536e-02 1.261664714184395208e+01 1.256248867328221941e+01
3.267830326914586081e+00 9.345210133683179432e-01 6.047603118277255163e+00 -7.316859728419407294e-02 9.265721221214318071e-01 1.102460305783285577e+00 -5.817767050761504799e-02 1.259258045254167868e+01 1.254239052369344520e+01
3.431221843260315207e+00 1.082887158872305022e+00 6.224133126042363351e+00 -8.248422025233356769e-02 1.029423217700208060e+00 1.120048552775527506e+00 -6.600419946209383493e-02 1.256517300748461707e+01 1.252493411781718535e+01
3.594613359606044334e+00 1.247722201038495404e+00 6.403479428725486144e+00 -9.305305585996909157e-02 1.145342274654551851e+00 1.133325449208893998e+00 -7.220907146414405620e-02 1.253385555711028587e+01 1.251068015317919446e+01
3.758004875951773904e+00 1.431118629982699009e+00 6.584951677006216642e+00 -1.046154384290096384e-01 1.276052729873271563e+00 1.141994793033380029e+00 -7.565927080507531266e-02 1.249826027869866074e+01 1.249999309594468144e+01
3.921396392297503031e+00 1.635444898887509213e+00 6.767812092562376591e+00 -1.167302796287140731e-01 1.422817128193075265e+00 1.145747072449177395e+00 -7.510861601402595011e-02 1.245833103202203773e+01 1.249293469249302824e+01
4.084787908643232157e+00 1.863271624260905757e+00 6.951273336930747782e+00 -1.287569479478451462e-01 1.586159558240495482e+00 1.144307845151264047e+00 -6.929654884677345639e-02 1.241442347376580813e+01 1.248916275574073964e+01
4.248179424988961728e+00 2.117253341615279005e+00 7.134504126916425548e+00 -1.398529666288643447e-01 1.765569657459002073e+00 1.137509896289342626e+00 -5.707880399094825141e-02 1.236738656267227832e+01 1.248784500010266818e+01
4.411570941334691298e+00 2.399962865329252626e+00 7.316646404285118699e+00 -1.489926349202967959e-01 1.959214608037539218e+00 1.125384056933259602e+00 -3.758445492264519960e-02 1.231860707196637073e+01 1.248760017122674171e+01
4.574962457680419980e+00 2.713679532247775139e+00 7.496847047569179523e+00 -1.550107960992600509e-01 2.163691238032373398e+00 1.108253135648259891e+00 -1.038894671719416823e-02 1.227000296325218898e+01 1.248648678008344781e+01
4.738353974026149551e+00 3.060137750718772143e+00 7.674304624618399906e+00 -1.566743121520388637e-01 2.373853613643918781e+00 1.086802504891018817e+00 2.431275300358096136e-02 1.222394952983518834e+01 1.248205617380543764e+01
4.901745490371879121e+00 3.440247943240782647e+00 7.848327447635695897e+00 -1.527812640239195052e-01 2.582752029845732711e+00 1.062092069038473197e+00 6.555395247648024282e-02 1.218312962552713152e+01 1.247149062345518367e+01
5.065137006717607804e+00 3.853807719880056215e+00 8.018393544633790171e+00 -1.422845229476590034e-01 2.781717818999945191e+00 1.035473816741251829e+00 1.114906768501410517e-01 1.215030140299844419e+01 1.245184475117419964e+01
5.228528523063337374e+00 4.299226631669064602e+00 8.184197429002264101e+00 -1.244322242493253322e-01 2.960625670117908559e+00 1.008391382103255740e+00 1.593723392035261144e-01 1.212799083022511759e+01 1.242038493093455287e+01
5.391920039409066945e+00 4.773292927477784886e+00 8.345664774198491287e+00 -9.891293740338374940e-02 3.108360651986730616e+00 9.820655906042128347e-01 2.056160989767679415e-01 1.211812989561276233e+01 1.237501707276890528e+01
5.555311555754795627e+00 5.271015092469664154e+00 8.502916736705525835e+00 -6.598892953105041370e-02 3.213507492109588970e+00 9.571126047635178935e-01 2.460073821936277494e-01 1.212166974410659037e+01 1.231474876978266408e+01
5.718703072100525198e+00 5.785573756324183137e+00 8.656173135207488656e+00 -2.659732084861777743e-02 3.265258577636025450e+00 9.331872568558892134e-01 2.760356243391834385e-01 1.213821900117655161e+01 1.224011789044103082e+01
5.882094588446254768e+00 6.308418993957753074e+00 8.805598518875164871e+00 1.760252027007454256e-02 3.254498732632074454e+00 9.087791508118602257e-01 2.913553415555311665e-01 1.216576071285262550e+01 1.215348916222738396e+01
6.045486104791983450e+00 6.829541324783663825e+00 8.951115586620650433e+00 6.425541063969712752e-02 3.174969606408311940e+00 8.812883257945194337e-01 2.883383516126766244e-01 1.220051499925568983e+01 1.205912680854197561e+01
6.208877621137713021e+00 7.337929158245995787e+00 9.092230722103799678e+00 1.104252092469528435e-01 3.024358340148279645e+00 8.474545691995581942e-01 2.646576242084275887e-01 1.223700718356374750e+01 1.196298380417759688e+01
6.372269137483442591e+00 7.822200560276197479e+00 9.227928271739113342e+00 1.528031624711713443e-01 2.805120120491422231e+00 8.041080094852504079e-01 2.198243688790380290e-01 1.226838568285744557e+01 1.187219582601297674e+01
6.535660653829172162e+00 8.271366730351871865e+00 9.356685010393118063e+00 1.880022497763021438e-01 2.524858881788064835e+00 7.490751359726701697e-01 1.555912513368864214e-01 1.228700379136595977e+01 1.179433645566179933e+01
6.699052170174900844e+00 8.675656438079405675e+00 9.476629682487622830e+00 2.129160938856733964e-01 2.196160938343616920e+00 6.819671646929134079e-01 7.614173700698495528e-02 1.228524774644250961e+01 1.173653258036186209e+01
6.862443686520630415e+00 9.027313820005275602e+00 9.585828778903895397e+00 2.251081893388275079e-01 1.835875756451256446e+00 6.045537452638518605e-01 -1.199548726123625918e-02 1.225654024519008445e+01 1.170456006564523044e+01
7.025835202866359985e+00 9.321281011209340051e+00 9.682632153288587062e+00 2.231874279685238660e-01 1.463916775419596528e+00 5.205158743763753648e-01 -1.003372734100566599e-01 1.219641070526957272e+01 1.170202351810493013e+01
7.189226719212088668e+00 9.555688759980473179e+00 9.765979074083960043e+00 2.071210544410402865e-01 1.101676175859457985e+00 4.345646906651603469e-01 -1.791380749511918558e-01 1.210347603803416128e+01 1.172971848214088197e+01
7.352618235557818238e+00 9.732093209274724543e+00 9.835563174566939182e+00 1.784368061897399493e-01 7.701204354110465777e-01 3.511509245068243912e-01 -2.383386833371063107e-01 1.198011988855410870e+01 1.178525261989904038e+01
